timestamp,edges_intersection_rate,lci_intersection_rate,median_intersection_rate,uci_intersection_rate,matched_paths,total_paths
20190121,1.0,0.9371562476015044,1.0,1.0,661.0,667.0
20190123,0.9212551385238572,0.8108272853491528,0.9212551385238572,0.9750445188403732,631.0,703.5
20190128,0.8007680374354671,0.5565878162739041,0.8007680374354671,0.925327699206623,613.0,763.5
20190129,0.9389369975566706,0.7738820911088763,0.9389369975566706,0.9984060402684564,649.5,703.0
20190130,0.7682589742340851,0.5073460782619963,0.7682589742340851,0.9081273187426303,530.0,666.0
20190220,0.5945972138098123,0.431364978423802,0.5945972138098123,0.7812609798945928,319.5,552.0
20190225,0.9672555831265508,0.8861955420748929,0.9672555831265508,0.9980909090909091,1478.5,1535.5
20190226,0.9748830065153351,0.9232747022330147,0.9748830065153351,0.9980910615922971,1806.5,1859.0
20190227,0.9969265073673426,0.9493155193447552,0.9969265073673426,1.0,1912.0,1948.5
20190228,0.9456414448385126,0.8734445259250416,0.9456414448385126,0.9945780396218908,1819.0,1955.5
20190303,0.9334533371046585,0.8784304721144133,0.9334533371046585,0.9841993171544537,2202.5,2316.5
20190304,0.899382292381606,0.7965528776462717,0.899382292381606,0.967016296248299,2407.0,2660.0
20190306,0.9501434358072793,0.8867236335093478,0.9501434358072793,0.982291398810027,2607.5,2730.5
