timestamp,edges_intersection_rate
20190121,0.9990985864267495
20190123,0.9961305177874265
20190128,0.9757627022892138
20190129,0.9903644840173408
20190130,0.9735895006027329
20190220,0.8716732057986638
20190225,0.998993720756441
20190226,1.0
20190227,0.9993789647213415
20190228,0.999950729682913
20190303,0.9963888093344163
20190304,0.9994212376220893
