timestamp,edges_intersection_rate,lci_intersection_rate,median_intersection_rate,uci_intersection_rate,matched_paths,total_paths
20190121,0.9930466843238714,0.9926576668180015,0.9930466843238714,0.999948324636832,74140.45,74613.77
20190123,0.9796157651151229,0.9757186075109126,0.9796157651151229,0.988953870646716,74867.31,76366.64
20190128,0.8752753157996875,0.8606458698522708,0.8752753157996875,0.8981950318008505,69815.66,79622.95
20190129,0.9608290840143577,0.9557153650084347,0.9608290840143577,0.9715914018274592,70580.4,73384.31
20190130,0.8891959762018915,0.8811535650558203,0.8891959762018915,0.9022922254262888,66390.24,74547.15
20190220,0.6813600893060399,0.6805848357515285,0.6813600893060399,0.6815146753581364,34434.98,50545.1
20190225,0.9853177252274872,0.9729376147411032,0.9853177252274872,0.9943048231920555,160785.83,163255.04
20190226,0.9995056097895247,0.9988420447467148,0.9995056097895247,1.0,195834.35,195903.46
20190227,0.9981276397729868,0.993394392781107,0.9981276397729868,1.0,200412.56,200946.15
20190228,0.9979411161772038,0.9952845511330816,0.9979411161772038,1.0,205766.69,206184.23
20190303,0.9874771748826321,0.9799888853472246,0.9874771748826321,0.993687352219412,233536.63,236632.84
20190304,0.9974305248920649,0.9932036423911853,0.9974305248920649,0.9996181416966037,268505.53,269273.28
